Name,City,Cuisine Style,Ranking,Rating,Number of Reviews,Reviews_WD,Reviews
Comptoir de la Gastronomie,Paris,"French, European",137,45,936,"Paris, Duck Liver or Goose Liver, 01/04/2018, 01/03/2018","Paris, Duck Liver or Goose Liver, "
Loco,Paris,"Steakhouse, Latin, Barbecue, Argentinean",138,45,357,"The best, Really good Argentinian, 01/01/2018, 11/25/2017","The best, Really good Argentinian, "
Le Tournebievre,Paris,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",139,45,1054,"Nice and tasty, Relaxed and welcoming place to eat, 12/27/2017, 12/02/2017","Nice and tasty, Relaxed and welcoming place to eat, "
le petit canard,Paris,French,140,45,558,"Best meal EVER, I will come back again, 12/20/2017, 12/12/2017","Best meal EVER, I will come back again, "
Chez Arnaud,Paris,"Italian, French, Pizza, European, Vegetarian Friendly, Vegan Options",141,45,433,"Outstanding pizza (and burger) place in Ea, Lovely Restaurant, 10/24/2017, 10/13/2017","Outstanding pizza (and burger) place in Ea, Lovely Restaurant, "
Canard & Champagne,Paris,"French, European",142,45,565,"A quacking evening, Dinner was amazing, 01/01/2018, 12/22/2017","A quacking evening, Dinner was amazing, "
Rouge Bis,Paris,"French, Bar, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",143,45,779,"Great experience especially very close to, Yummy food, good service, 01/02/2018, 12/30/2017","Great experience especially very close to, Yummy food, good service, "
Tesoro dItalia,Paris,"Italian, Mediterranean, European, Vegetarian Friendly",144,45,493,"Taste good Fast prepared Not expensive, Fresh Pasta and Friendly Staff, 12/23/2017, 11/25/2017","Taste good Fast prepared Not expensive, Fresh Pasta and Friendly Staff, "
Le Hide,Paris,"French, European, Vegetarian Friendly",145,45,1077,"Incredible food, Super bistro, 01/05/2018, 01/05/2018","Incredible food, Super bistro, "
Les Poulettes Batignolles,Paris,"French, European, Spanish, Vegetarian Friendly",146,45,415,"Combinations of flavours, French/Spanish  Surprisingly interesting, 12/30/2017, 12/30/2017","Combinations of flavours, French/Spanish  Surprisingly interesting, "
Le Grand Vefour,Paris,"French, European, Vegetarian Friendly",147,45,834,"GREAT FOR LUNCH, Food was excellent, 01/03/2018, 01/02/2018","GREAT FOR LUNCH, Food was excellent, "
Le Touareg,Paris,"African, Moroccan, Mediterranean, Middle Eastern, Tunisian, Vegetarian Friendly, Vegan Options, Halal",148,45,280,"North African cuisine in Paris, Fantastic, 10/07/2017, 10/02/2017","North African cuisine in Paris, Fantastic, "
Le Maharaja,Paris,"Indian, Sri Lankan, Vegetarian Friendly, Vegan Options",149,45,387,"Delicious food and friendly service, My favourite Indian restaurant in the whol, 12/29/2017, 11/06/2017","Delicious food and friendly service, My favourite Indian restaurant in the whol, "
Mardi Crepe Club,Paris,"French, European, Contemporary, Street Food, Diner, Vegetarian Friendly, Vegan Options",150,45,157,"Great little place, Thanks Max, 11/30/2017, 11/02/2017","Great little place, Thanks Max, "
Pizza Caratello,Paris,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options",151,45,418,"Amazing, Great Italian Restarant, 01/05/2018, 12/29/2017","Amazing, Great Italian Restarant, "
Le Boudoir,Paris,"French, European, Gastropub, Vegetarian Friendly",152,45,537,"Funtime , Meat pie meets French Terrines, 01/03/2018, 12/29/2017","Funtime , Meat pie meets French Terrines, "
Babalou,Paris,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options",153,45,904,"Great pizza, Excellent, 01/07/2018, 12/29/2017","Great pizza, Excellent, "
Kitchen Galerie Bis,Paris,"French, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options",154,45,509,"Good meal, Fantastique, 10/29/2017, 10/22/2017","Good meal, Fantastique, "
Blueberry,Paris,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",155,45,516,"Particular, Perfect Sushi, 12/12/2017, 11/08/2017","Particular, Perfect Sushi, "
Pizza Rossi,Paris,"Italian, Pizza, Vegetarian Friendly, Vegan Options",156,45,745,"Expanded for the better?, Pizza time, 12/21/2017, 11/09/2017","Expanded for the better?, Pizza time, "
Le Sanglier Bleu,Paris,"French, European, Gastropub, Vegetarian Friendly",157,45,401,"AMAZING - service and food, Good quality french food, 12/31/2017, 12/23/2017","AMAZING - service and food, Good quality french food, "
Le 14 Juillet,Paris,"French, European, Vegetarian Friendly",158,45,401,"Great food and attentive service, a wonderfully French experience, 01/07/2018, 01/07/2018","Great food and attentive service, a wonderfully French experience, "
Maloka Alma Brasileira,Paris,"Brazilian, Vegetarian Friendly",159,45,629,"Very cosy and nice food, Heaven, 01/03/2018, 08/31/2017","Very cosy and nice food, Heaven, "
La Bonne Cecile,Paris,"French, European, Gluten Free Options",160,45,439,"Seasons evening with an incredible wine, Cozy, quiet, and a hidden gem, 12/30/2017, 12/29/2017","Seasons evening with an incredible wine, Cozy, quiet, and a hidden gem, "
Bistrot 31,Paris,"Italian, French, European, Vegetarian Friendly",161,45,399,"Far from center, but worthwhile, Noisy but good, 01/01/2018, 12/22/2017","Far from center, but worthwhile, Noisy but good, "
Les Passagers de Beyrouth,Paris,"Lebanese, Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options",162,45,388,"Nice lebanese food, Great food, friendly service, 12/10/2017, 12/03/2017","Nice lebanese food, Great food, friendly service, "
Little Cantine - Burgers & Bakery,Paris,"American, Vegetarian Friendly, Vegan Options",163,45,537,"Delicious burger and homemade fries, Excellent Burger place, 01/02/2018, 12/15/2017","Delicious burger and homemade fries, Excellent Burger place, "
Creperie de Port-Manech,Paris,"French, Vegetarian Friendly",164,45,399,"Great service, Excellent, 12/22/2017, 12/21/2017","Great service, Excellent, "
la table de genevieve,Paris,"French, European, Vegetarian Friendly",165,45,395,"Nice atmosphere and good food, Great dinner, 01/07/2018, 01/01/2018","Nice atmosphere and good food, Great dinner, "
Sourire Tapas Francaises,Paris,"French, European, Wine Bar, Vegetarian Friendly",166,45,705,"Loved the flavours, Inventive French Small Plates, 01/04/2018, 12/22/2017","Loved the flavours, Inventive French Small Plates, "
Le Saotico,Paris,"Gastropub, French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",167,45,728,"Fantastic food and great atmosphere, One of the best, 01/03/2018, 12/29/2017","Fantastic food and great atmosphere, One of the best, "
Bel Canto,Paris,"French, European, Vegetarian Friendly",168,45,562,"A memorable Birthday, Not a bad experience but definitely a poor, 01/02/2018, 12/18/2017","A memorable Birthday, Not a bad experience but definitely a poor, "
La Rughetta,Paris,"Italian, European, Vegetarian Friendly, Vegan Options",169,45,436,"Very nice food and atmosphere, Cozy Italian Restaurant in Montmartre, 01/01/2018, 11/10/2017","Very nice food and atmosphere, Cozy Italian Restaurant in Montmartre, "
Le Ruisseau,Paris,"American, Bar, Vegetarian Friendly",170,45,333,"Solid but expensive, Tasty burgers, great service, 12/10/2017, 11/28/2017","Solid but expensive, Tasty burgers, great service, "
Au Bourguignon du Marais,Paris,"Gastropub, French, European, Vegetarian Friendly",171,45,816,"Stellar Evening, Great French bistro, 01/03/2018, 12/31/2017","Stellar Evening, Great French bistro, "
Baagaa,Paris,"French, American, Vegetarian Friendly, Vegan Options",172,45,312,"Fantastic, What a nice surprise, 12/31/2017, 12/10/2017","Fantastic, What a nice surprise, "
Augustin Bistrot,Paris,"French, European, Gastropub, Vegetarian Friendly",173,45,487,"Modern food in Gastro Bistro, Excellent Corsican Restaurant, 01/02/2018, 10/26/2017","Modern food in Gastro Bistro, Excellent Corsican Restaurant, "
Le Ptit Troquet,Paris,"French, European, Vegetarian Friendly, Gluten Free Options",174,45,870,"Outstanding, if seeking an alternative to, Amazing dinner out, 01/01/2018, 12/29/2017","Outstanding, if seeking an alternative to, Amazing dinner out, "
Sapori di Parma,Paris,"Italian, Mediterranean, European, Vegetarian Friendly",175,45,166,"Cosy family bistro, Délicieux, 01/03/2018, 12/29/2017","Cosy family bistro, Délicieux, "
Bistrot de LOulette,Paris,"French, European, Vegetarian Friendly",176,45,561,"Charming, Fantastic Lyon region food in the heart of, 01/07/2018, 01/04/2018","Charming, Fantastic Lyon region food in the heart of, "
Frenchie,Paris,"French, European, Vegetarian Friendly, Gluten Free Options",177,45,1058,"Wonderful, Rue du Nil Gem, 12/31/2017, 12/21/2017","Wonderful, Rue du Nil Gem, "
Bien Bien,Paris,"Asian, Thai, Vegetarian Friendly, Vegan Options",178,45,436,"Authentic Thai food, Lunch, 12/31/2017, 10/03/2017","Authentic Thai food, Lunch, "
Le Souffle,Paris,"French, European, Vegetarian Friendly, Gluten Free Options",179,45,1760,"Elegant and different, Wonderful Paris Standard, 01/07/2018, 01/07/2018","Elegant and different, Wonderful Paris Standard, "
Au Bon Coin,Paris,French,180,45,485,"Special place, Very tasty lunch and great service, 01/06/2018, 01/02/2018","Special place, Very tasty lunch and great service, "
Dulcinea,Paris,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",181,45,527,"Warm and attentive staff, delicious food, Great Italian Food, 01/02/2018, 12/15/2017","Warm and attentive staff, delicious food, Great Italian Food, "
Atelier Gambey,Paris,"Korean, French, European, Fusion, Vegetarian Friendly",182,45,362,"Fantastic, A wonderful journey, 12/09/2017, 11/06/2017","Fantastic, A wonderful journey, "
Fraiche Restaurant,Paris,"French, European, Vegetarian Friendly",183,45,206,"Perfect evening , The BEST Restaurant in Paris, 11/27/2017, 07/25/2017","Perfect evening , The BEST Restaurant in Paris, "
la vache acrobate,Paris,"French, European",184,45,303,"Dinner, Dinner on Saturday, 11/09/2017, 10/30/2017","Dinner, Dinner on Saturday, "
Les Bougresses,Paris,"French, European, Vegetarian Friendly",185,45,652,"Nice one for a quite and cosy dinner, Great quality and value, 12/18/2017, 12/14/2017","Nice one for a quite and cosy dinner, Great quality and value, "
Tentazioni,Paris,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",186,45,1100,"Cozy Italian at its Best, absolutely perfect❤️, 12/15/2017, 12/04/2017","Cozy Italian at its Best, absolutely perfect❤️, "
Santa Carne,Paris,"Steakhouse, Latin, Barbecue, Argentinean, South American, Gluten Free Options",187,45,499,"Meal in Paris, Great Steak, 01/01/2018, 12/12/2017","Meal in Paris, Great Steak, "
Bien Eleve,Paris,"French, Steakhouse, European, Gluten Free Options",188,45,311,"Good the first, Real Meat Again, 12/18/2017, 12/03/2017","Good the first, Real Meat Again, "
Sola,Paris,"Fusion, French, Japanese, Vegetarian Friendly, Gluten Free Options",189,45,664,"Birthday trip, A 1 presentation, 10/16/2017, 09/26/2017","Birthday trip, A 1 presentation, "
Le Chenin,Paris,"French, European, Wine Bar, Vegetarian Friendly",190,45,584,"Typical french bistrot atmosphere and good, Wonderful Parisian meal, 01/03/2018, 12/30/2017","Typical french bistrot atmosphere and good, Wonderful Parisian meal, "
Aux Trois Petits Cochons,Paris,"Seafood, Diner, French, Healthy, Vegetarian Friendly",191,45,486,"Beautiful romantic restaurant, Perfect evening for two, 01/03/2018, 01/02/2018","Beautiful romantic restaurant, Perfect evening for two, "
La Gazette,Paris,"French, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options",192,45,614,"We were well looked after, Perfect last minute choice, 12/19/2017, 11/25/2017","We were well looked after, Perfect last minute choice, "
Le Sens Unique,Paris,"French, European, Vegetarian Friendly",193,45,372,"High prize high quality, Great atmosphere and great food, 01/05/2018, 12/19/2017","High prize high quality, Great atmosphere and great food, "
Le Vent dArmor,Paris,"French, Seafood, European",194,5,127,"Our new favorite in Paris, Amazing dinner  best meal ever, 01/07/2018, 11/18/2017","Our new favorite in Paris, Amazing dinner  best meal ever, "
La Bauhinia,Paris,"French, European, Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",195,45,979,"Great Palace experience however with some, Fantastic 5 Star experience, 01/02/2018, 12/29/2017","Great Palace experience however with some, Fantastic 5 Star experience, "
Sizin,Paris,"Mediterranean, European, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Halal",196,45,253,"Thanksgiving Turkey Alternative, Great dinner, 11/23/2017, 10/14/2017","Thanksgiving Turkey Alternative, Great dinner, "
Le Petit Pontoise,Paris,"French, European, Vegetarian Friendly",197,45,891,"Another lovely find, Great French Restaurant, 01/07/2018, 01/04/2018","Another lovely find, Great French Restaurant, "
Mersea,Paris,"French, Seafood, Street Food, Vegetarian Friendly",198,45,349,"Divine, Our frist stop for a bite in Paris, 01/02/2018, 12/27/2017","Divine, Our frist stop for a bite in Paris, "
Il Forno Di Napoli,Paris,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options",199,45,774,"Awesome Italian Restaurant, Great Pizza, 12/24/2017, 12/20/2017","Awesome Italian Restaurant, Great Pizza, "
Bonvivant,Paris,"French, European, Wine Bar, Vegetarian Friendly, Vegan Options, Gluten Free Options",200,45,594,"Quaint and cheerful, Another 5 Three years, three visits, perf, 01/07/2018, 10/20/2017","Quaint and cheerful, Another 5 Three years, three visits, perf, "
Le Petit Marche,Paris,"French, European, Fusion, Vegetarian Friendly",201,45,845,"Very good food with an Asian twist, Excellent food, 01/01/2018, 12/31/2017","Very good food with an Asian twist, Excellent food, "
Comme Chai Toi - Notre Dame,Paris,"French, Vegetarian Friendly",202,45,558,"Lovely dinner for two, Nice restaurant with a great view of Notre, 01/05/2018, 12/31/2017","Lovely dinner for two, Nice restaurant with a great view of Notre, "
La Regalade Conservatoire,Paris,"French, Gastropub, Vegetarian Friendly",203,45,684,"Very French and a wonderful experience, Just wonderful, 01/04/2018, 12/30/2017","Very French and a wonderful experience, Just wonderful, "
Kodawari Ramen,Paris,"Japanese, Asian, Vegetarian Friendly",204,45,440,"I recommend, Lovely place, nice food but crowded, 01/01/2018, 11/26/2017","I recommend, Lovely place, nice food but crowded, "
Cantina Chic,Paris,"Italian, Mediterranean, European, Vegetarian Friendly",205,45,350,"Pasta please, Best pasta I ever had, 12/05/2017, 11/22/2017","Pasta please, Best pasta I ever had, "
Hank Burger,Paris,"American, Fast Food, Vegetarian Friendly, Vegan Options, Gluten Free Options",206,45,873,"Best Vegan Burgers in Paris, Vegan Hambuger, 01/05/2018, 01/05/2018","Best Vegan Burgers in Paris, Vegan Hambuger, "
Chez Nicos,Paris,"Fast Food, Vegetarian Friendly, Vegan Options",207,45,367,"Worthy of the accolades, if youre on a bu, My Go To Place for Crepes, 11/21/2017, 11/21/2017","Worthy of the accolades, if youre on a bu, My Go To Place for Crepes, "
Auberge Nicolas Flamel,Paris,"French, Vegetarian Friendly",208,45,767,"Very highly recommended, Good Meal, 01/03/2018, 01/02/2018","Very highly recommended, Good Meal, "
Juste,Paris,"French, Seafood, European, Gluten Free Options",209,45,139,"Good Seafood @ Good Price, Great value of fresh seafood, 01/08/2018, 12/21/2017","Good Seafood @ Good Price, Great value of fresh seafood, "
